year,author,title,average_rating,image_url,text
1606,William Shakespeare,Macbeth,3.88,https://images.gr-assets.com/books/1459795224m/8852.jpg,Macbeth William Shakespeare
1954,J.R.R. Tolkien,"The Two Towers (The Lord of the Rings, #2)",4.42,https://images.gr-assets.com/books/1298415523m/15241.jpg,"The Two Towers (The Lord of the Rings, #2) J.R.R. Tolkien"
2004,Emily Giffin,"Something Borrowed (Darcy & Rachel, #1)",3.83,https://images.gr-assets.com/books/1305063535m/42156.jpg,"Something Borrowed (Darcy & Rachel, #1) Emily Giffin"
1960,"Dr. Seuss, לאה נאור",Green Eggs and Ham,4.29,https://images.gr-assets.com/books/1468680100m/23772.jpg,"Green Eggs and Ham Dr. Seuss, לאה נאור"
1964,"Roald Dahl, Quentin Blake","Charlie and the Chocolate Factory (Charlie Bucket, #1)",4.1,https://images.gr-assets.com/books/1309211401m/6310.jpg,"Charlie and the Chocolate Factory (Charlie Bucket, #1) Roald Dahl, Quentin Blake"
2008,Rick Riordan,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39,https://images.gr-assets.com/books/1443142158m/2120932.jpg,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4) Rick Riordan"
1860,Charles Dickens,Great Expectations,3.75,https://images.gr-assets.com/books/1327920219m/2623.jpg,Great Expectations Charles Dickens
1955,J.R.R. Tolkien,"The Return of the King (The Lord of the Rings, #3)",4.51,https://images.gr-assets.com/books/1389977161m/18512.jpg,"The Return of the King (The Lord of the Rings, #3) J.R.R. Tolkien"
1942,"Albert Camus, Matthew    Ward",The Stranger,3.96,https://images.gr-assets.com/books/1349927872m/49552.jpg,"The Stranger Albert Camus, Matthew    Ward"
2010,Rick Riordan,"The Lost Hero (The Heroes of Olympus, #1)",4.35,https://images.gr-assets.com/books/1464201003m/7736182.jpg,"The Lost Hero (The Heroes of Olympus, #1) Rick Riordan"
2013,Rainbow Rowell,Eleanor & Park,4.11,https://images.gr-assets.com/books/1341952742m/15745753.jpg,Eleanor & Park Rainbow Rowell
2005,George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",4.1,https://images.gr-assets.com/books/1429538615m/13497.jpg,"A Feast for Crows (A Song of Ice and Fire, #4) George R.R. Martin"
2010,Ally Condie,"Matched (Matched, #1)",3.68,https://images.gr-assets.com/books/1367706191m/7735333.jpg,"Matched (Matched, #1) Ally Condie"
2001,Neil Gaiman,"American Gods (American Gods, #1)",4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,"American Gods (American Gods, #1) Neil Gaiman"
1978,"Stephen King, Bernie Wrightson",The Stand,4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,"The Stand Stephen King, Bernie Wrightson"
2008,Nicholas Sparks,The Last Song,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,The Last Song Nicholas Sparks
1998,Dan Brown,Digital Fortress,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,Digital Fortress Dan Brown
1815,"Jane Austen, Fiona Stafford",Emma,3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,"Emma Jane Austen, Fiona Stafford"
1877,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",Anna Karenina,4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,"Anna Karenina Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude"
1962,Anthony Burgess,A Clockwork Orange,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,A Clockwork Orange Anthony Burgess
2007,William Paul Young,The Shack,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,The Shack William Paul Young
2009,Rick Riordan,"The Last Olympian (Percy Jackson and the Olympians, #5)",4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,"The Last Olympian (Percy Jackson and the Olympians, #5) Rick Riordan"
1986,Stephen King,It,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,It Stephen King
1866,"Fyodor Dostoyevsky, David McDuff",Crime and Punishment,4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,"Crime and Punishment Fyodor Dostoyevsky, David McDuff"
1963,Sylvia Plath,The Bell Jar,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,The Bell Jar Sylvia Plath
1996,Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Angela's Ashes (Frank McCourt, #1) Frank McCourt"
1922,"Hermann Hesse, Hilda Rosner",Siddhartha,3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,"Siddhartha Hermann Hesse, Hilda Rosner"
1965,Truman Capote,In Cold Blood,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,In Cold Blood Truman Capote
2009,"Kami Garcia, Margaret Stohl","Beautiful Creatures (Caster Chronicles, #1)",3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,"Beautiful Creatures (Caster Chronicles, #1) Kami Garcia, Margaret Stohl"
2010,Cassandra Clare,"Clockwork Angel (The Infernal Devices, #1)",4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,"Clockwork Angel (The Infernal Devices, #1) Cassandra Clare"
1988,"Roald Dahl, Quentin Blake",Matilda,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Matilda Roald Dahl, Quentin Blake"
2011,Erin Morgenstern,The Night Circus,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,The Night Circus Erin Morgenstern
2001,Philippa Gregory,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9) Philippa Gregory"
2005,Scott Westerfeld,"Uglies (Uglies, #1)",3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,"Uglies (Uglies, #1) Scott Westerfeld"
2011,George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",4.31,https://images.gr-assets.com/books/1327885335m/10664113.jpg,"A Dance with Dragons (A Song of Ice and Fire, #5) George R.R. Martin"
1955,J.R.R. Tolkien,"The Lord of the Rings (The Lord of the Rings, #1-3)",4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,"The Lord of the Rings (The Lord of the Rings, #1-3) J.R.R. Tolkien"
2012,Cheryl Strayed,Wild: From Lost to Found on the Pacific Crest Trail,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,Wild: From Lost to Found on the Pacific Crest Trail Cheryl Strayed
1987,"Alan Moore, Dave Gibbons, John Higgins",Watchmen,4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,"Watchmen Alan Moore, Dave Gibbons, John Higgins"
2007,Patrick Rothfuss,"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,"The Name of the Wind (The Kingkiller Chronicle, #1) Patrick Rothfuss"
2008,Malcolm Gladwell,Outliers: The Story of Success,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,Outliers: The Story of Success Malcolm Gladwell
1851,"Herman Melville, Andrew Delbanco, Tom Quirk","Moby-Dick or, The Whale",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,"Moby-Dick or, The Whale Herman Melville, Andrew Delbanco, Tom Quirk"
2008,"Mary Ann Shaffer, Annie Barrows",The Guernsey Literary and Potato Peel Pie Society,4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg,"The Guernsey Literary and Potato Peel Pie Society Mary Ann Shaffer, Annie Barrows"
1996,Chuck Palahniuk,Fight Club,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg,Fight Club Chuck Palahniuk
2001,Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg,"Dead Until Dark (Sookie Stackhouse, #1) Charlaine Harris"
1982,Alice Walker,The Color Purple,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Color Purple Alice Walker
2005,John Grogan,Marley and Me: Life and Love With the World's Worst Dog,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg,Marley and Me: Life and Love With the World's Worst Dog John Grogan
1939,Agatha Christie,And Then There Were None,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg,And Then There Were None Agatha Christie
2009,Dan Brown,"The Lost Symbol (Robert Langdon, #3)",3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg,"The Lost Symbol (Robert Langdon, #3) Dan Brown"
2009,Becca Fitzpatrick,"Hush, Hush (Hush, Hush, #1)",4,https://images.gr-assets.com/books/1358261334m/6339664.jpg,"Hush, Hush (Hush, Hush, #1) Becca Fitzpatrick"
2011,Jamie McGuire,"Beautiful Disaster (Beautiful, #1)",4.15,https://images.gr-assets.com/books/1358259032m/11505797.jpg,"Beautiful Disaster (Beautiful, #1) Jamie McGuire"
1843,Charles Dickens,A Christmas Carol,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg,A Christmas Carol Charles Dickens
1976,Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg,"Interview with the Vampire (The Vampire Chronicles, #1) Anne Rice"
2012,Kiera Cass,"The Selection (The Selection, #1)",4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg,"The Selection (The Selection, #1) Kiera Cass"
1994,Janet Evanovich,"One for the Money (Stephanie Plum, #1)",4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg,"One for the Money (Stephanie Plum, #1) Janet Evanovich"
2010,Rebecca Skloot,The Immortal Life of Henrietta Lacks,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg,The Immortal Life of Henrietta Lacks Rebecca Skloot
1988,Thomas Harris,"The Silence of the Lambs  (Hannibal Lecter, #2)",4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg,"The Silence of the Lambs  (Hannibal Lecter, #2) Thomas Harris"
2007,Richelle Mead,"Vampire Academy (Vampire Academy, #1)",4.14,https://images.gr-assets.com/books/1361098973m/345627.jpg,"Vampire Academy (Vampire Academy, #1) Richelle Mead"
2005,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Blink: The Power of Thinking Without Thinking Malcolm Gladwell
2001,Ian McEwan,Atonement,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg,Atonement Ian McEwan
1915,"Franz Kafka, Stanley Corngold",The Metamorphosis,3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg,"The Metamorphosis Franz Kafka, Stanley Corngold"
2007,Rick Riordan,"The Titan's Curse (Percy Jackson and the Olympians, #3)",4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg,"The Titan's Curse (Percy Jackson and the Olympians, #3) Rick Riordan"
2011,Ernest Cline,Ready Player One,4.31,https://images.gr-assets.com/books/1500930947m/9969571.jpg,Ready Player One Ernest Cline
2006,Garth Stein,The Art of Racing in the Rain,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg,The Art of Racing in the Rain Garth Stein
2003,"Erik Larson, Tony Goldwyn","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America Erik Larson, Tony Goldwyn"
2012,Sylvia Day,"Bared to You (Crossfire, #1)",4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg,"Bared to You (Crossfire, #1) Sylvia Day"
1956,"C.S. Lewis, Pauline Baynes","The Chronicles of Narnia (Chronicles of Narnia, #1-7)",4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg,"The Chronicles of Narnia (Chronicles of Narnia, #1-7) C.S. Lewis, Pauline Baynes"
1956,Mark Cotta Vaz,Twilight: The Complete Illustrated Movie Companion,4.23,https://images.gr-assets.com/books/1352539022m/3609760.jpg,Twilight: The Complete Illustrated Movie Companion Mark Cotta Vaz
1995,Dave Pelzer,"A Child Called ""It"" (Dave Pelzer #1)",4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A Child Called ""It"" (Dave Pelzer #1) Dave Pelzer"
1980,Robert Ludlum,"The Bourne Identity (Jason Bourne, #1)",3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg,"The Bourne Identity (Jason Bourne, #1) Robert Ludlum"
2001,Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg,"Artemis Fowl (Artemis Fowl, #1) Eoin Colfer"
2009,Lauren Kate,"Fallen (Fallen, #1)",3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg,"Fallen (Fallen, #1) Lauren Kate"
1952,John Steinbeck,East of Eden,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg,East of Eden John Steinbeck
2009,Gillian Flynn,Dark Places,3.92,https://images.gr-assets.com/books/1354988288m/5886881.jpg,Dark Places Gillian Flynn
1993,John Grisham,The Client,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Client John Grisham
2002,"Emma McLaughlin, Nicola Kraus","The Nanny Diaries (Nanny, #1)",3.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Nanny Diaries (Nanny, #1) Emma McLaughlin, Nicola Kraus"
1865,"Lewis Carroll, John Tenniel, Martin Gardner",Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,https://images.gr-assets.com/books/1327872220m/24213.jpg,"Alice's Adventures in Wonderland & Through the Looking-Glass Lewis Carroll, John Tenniel, Martin Gardner"
1817,"Jane Austen, James Kinsley, Deidre Shauna Lynch",Persuasion,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Persuasion Jane Austen, James Kinsley, Deidre Shauna Lynch"
2007,Tatiana de Rosnay,Sarah's Key,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Sarah's Key Tatiana de Rosnay
1982,Stephen King,"The Gunslinger (The Dark Tower, #1)",3.99,https://images.gr-assets.com/books/1375776480m/43615.jpg,"The Gunslinger (The Dark Tower, #1) Stephen King"
1985,"Gabriel García Márquez, Edith Grossman",Love in the Time of Cholera,3.89,https://images.gr-assets.com/books/1327124987m/9712.jpg,"Love in the Time of Cholera Gabriel García Márquez, Edith Grossman"
1999,Laurie Halse Anderson,Speak,4,https://images.gr-assets.com/books/1310121762m/439288.jpg,Speak Laurie Halse Anderson
2013,Liane Moriarty,The Husband's Secret,3.92,https://images.gr-assets.com/books/1460577225m/17802724.jpg,The Husband's Secret Liane Moriarty
1997,Jon Krakauer,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,https://images.gr-assets.com/books/1463384482m/1898.jpg,Into Thin Air: A Personal Account of the Mount Everest Disaster Jon Krakauer
1974,Stephen King,Carrie,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carrie Stephen King
2002,Augusten Burroughs,Running with Scissors,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Running with Scissors Augusten Burroughs
2006,Max Brooks,World War Z: An Oral History of the Zombie War,4.01,https://images.gr-assets.com/books/1386328204m/8908.jpg,World War Z: An Oral History of the Zombie War Max Brooks
2013,Dan Brown,"Inferno (Robert Langdon, #4)",3.8,https://images.gr-assets.com/books/1397093185m/17212231.jpg,"Inferno (Robert Langdon, #4) Dan Brown"
1989,Lois Lowry,Number the Stars,4.11,https://images.gr-assets.com/books/1370917812m/47281.jpg,Number the Stars Lois Lowry
1993,James Patterson,"Along Came a Spider (Alex Cross, #1)",4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Along Came a Spider (Alex Cross, #1) James Patterson"
1987,Stephen King,Misery,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg,Misery Stephen King
2006,Gillian Flynn,Sharp Objects,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg,Sharp Objects Gillian Flynn
1977,Katherine Paterson,Bridge to Terabithia,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg,Bridge to Terabithia Katherine Paterson
2007,"P.C. Cast, Kristin Cast","Marked (House of Night, #1)",3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg,"Marked (House of Night, #1) P.C. Cast, Kristin Cast"
1989,Stephen R. Covey,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change Stephen R. Covey
1595,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",A Midsummer Night's Dream,3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg,"A Midsummer Night's Dream William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey"
2005,Jonathan Safran Foer,Extremely Loud and Incredibly Close,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg,Extremely Loud and Incredibly Close Jonathan Safran Foer
2012,R.J. Palacio,Wonder,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg,Wonder R.J. Palacio
1957,Dr. Seuss,The Cat in the Hat,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg,The Cat in the Hat Dr. Seuss
2012,Marissa Meyer,"Cinder (The Lunar Chronicles, #1)",4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg,"Cinder (The Lunar Chronicles, #1) Marissa Meyer"
2013,"Robert Galbraith, J.K. Rowling","The Cuckoo's Calling (Cormoran Strike, #1)",3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg,"The Cuckoo's Calling (Cormoran Strike, #1) Robert Galbraith, J.K. Rowling"
2009,Maggie Stiefvater,"Shiver (The Wolves of Mercy Falls, #1)",3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg,"Shiver (The Wolves of Mercy Falls, #1) Maggie Stiefvater"
1957,"Ayn Rand, Leonard Peikoff",Atlas Shrugged,3.68,https://images.gr-assets.com/books/1405868167m/662.jpg,"Atlas Shrugged Ayn Rand, Leonard Peikoff"
2006,"Greg Mortenson, David Oliver Relin",Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg,"Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time Greg Mortenson, David Oliver Relin"
1865,"Jane Carruth, Lewis Carroll, Rene Cloke",Alice in Wonderland,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Alice in Wonderland Jane Carruth, Lewis Carroll, Rene Cloke"
2001,"Carlos Ruiz Zafón, Lucia Graves","The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1) Carlos Ruiz Zafón, Lucia Graves"
